<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
03/12/21;00:00:00;120.4100000;121.1600000;119.1600000;121.0500000;4.927.547
03/15/21;00:00:00;121.4100000;124.0000000;120.4400000;123.9900000;4.090.921
03/16/21;00:00:00;125.6700000;127.2100000;124.7200000;125.5800000;5.892.737
03/17/21;00:00:00;124.0800000;125.8500000;122.3400000;124.8200000;6.467.258
03/18/21;00:00:00;122.8800000;123.1700000;120.3300000;120.5300000;6.210.329
03/19/21;00:00:00;119.8900000;121.4300000;119.6800000;119.8600000;6.076.740
03/22/21;00:00:00;120.3100000;123.8600000;120.2900000;123.3700000;5.314.862
03/23/21;00:00:00;123.3000000;124.2400000;122.1500000;122.5400000;4.506.298
03/24/21;00:00:00;122.8300000;122.8800000;120.0700000;120.0800000;4.524.194
03/25/21;00:00:00;119.5400000;121.6600000;119.0000000;120.6100000;5.788.223
03/26/21;00:00:00;120.3700000;121.4800000;118.9300000;121.1800000;4.804.540
03/29/21;00:00:00;121.6500000;122.5750000;120.7300000;121.3700000;4.086.167
03/30/21;00:00:00;120.0200000;120.4000000;118.8700000;119.9800000;4.308.777
03/31/21;00:00:00;121.6500000;123.5200000;121.1600000;122.1500000;6.099.539
04/01/21;00:00:00;123.6600000;124.1800000;122.5000000;122.9900000;3.389.968
04/05/21;00:00:00;123.8700000;126.1600000;123.0800000;125.9000000;4.350.967
04/06/21;00:00:00;126.5000000;127.1200000;125.6500000;126.2200000;3.212.886
04/07/21;00:00:00;125.8300000;127.9200000;125.1500000;127.9100000;3.661.801
04/08/21;00:00:00;128.9500000;130.3900000;128.5200000;130.3700000;4.039.123
04/09/21;00:00:00;129.8700000;133.0000000;129.4700000;132.9900000;5.028.400
04/12/21;00:00:00;132.5300000;132.8500000;130.6400000;131.2600000;3.659.862
04/13/21;00:00:00;132.4400000;134.6600000;131.9300000;134.4000000;4.112.581
04/14/21;00:00:00;134.9600000;135.0000000;131.6600000;132.1400000;3.860.187
04/15/21;00:00:00;133.8200000;134.9900000;133.6600000;134.5000000;4.186.590
04/16/21;00:00:00;134.3800000;134.6500000;133.2800000;134.1200000;3.218.935
04/19/21;00:00:00;133.4900000;135.4700000;133.3400000;134.8600000;4.171.085
04/20/21;00:00:00;135.0300000;135.5300000;131.8200000;133.1200000;4.519.360
04/21/21;00:00:00;132.3700000;133.7400000;131.3100000;133.4900000;3.121.784
04/22/21;00:00:00;133.0000000;134.1500000;131.4200000;131.9600000;4.053.263
04/23/21;00:00:00;132.1600000;135.1200000;132.1600000;134.3000000;3.829.022
04/26/21;00:00:00;134.8000000;135.0500000;133.5700000;134.7500000;2.623.209
04/27/21;00:00:00;135.1100000;135.3700000;134.1100000;134.3900000;3.002.493
04/28/21;00:00:00;134.2900000;135.0100000;133.0900000;133.8200000;4.099.098
04/29/21;00:00:00;136.4500000;137.0700000;132.4700000;133.4800000;6.328.998
04/30/21;00:00:00;131.8100000;133.5600000;131.0800000;131.5100000;4.825.291
05/03/21;00:00:00;132.0300000;134.0600000;131.8300000;132.5500000;3.766.410
05/04/21;00:00:00;131.1900000;131.4800000;126.7000000;127.9400000;6.717.098
05/05/21;00:00:00;129.2300000;130.4400000;127.9700000;128.1500000;4.182.653
05/06/21;00:00:00;127.8800000;129.7400000;127.1400000;129.7300000;4.384.111
05/07/21;00:00:00;130.8500000;131.2500000;129.4800000;130.2000000;4.482.840
05/10/21;00:00:00;129.4100000;129.5200000;126.8100000;126.8600000;4.746.816
05/11/21;00:00:00;123.5000000;126.2700000;122.7800000;125.8500000;6.041.601
05/12/21;00:00:00;123.5500000;124.6400000;122.2600000;122.8200000;6.102.106
05/13/21;00:00:00;124.6600000;126.1400000;124.2700000;124.9400000;4.755.911
05/14/21;00:00:00;126.2500000;127.8800000;125.8500000;127.4300000;4.251.744
05/17/21;00:00:00;126.8500000;126.9200000;125.1700000;126.2500000;3.450.603
05/18/21;00:00:00;126.5300000;126.9800000;124.7800000;124.8600000;3.176.784
05/19/21;00:00:00;123.1600000;124.9000000;122.8700000;124.6900000;4.724.087
05/20/21;00:00:00;125.2300000;127.7100000;125.1000000;127.3100000;3.786.141
05/21/21;00:00:00;127.8300000;128.0000000;125.2200000;125.4300000;4.012.263
05/24/21;00:00:00;126.0100000;127.9300000;125.9400000;127.1100000;3.005.147
05/25/21;00:00:00;127.7400000;128.3200000;126.3250000;126.9200000;2.674.950
05/26/21;00:00:00;126.9300000;127.3800000;126.4300000;126.8600000;2.420.373
05/27/21;00:00:00;126.4700000;127.6300000;125.2800000;125.3300000;3.796.961
05/28/21;00:00:00;125.5700000;125.7800000;124.5500000;124.7100000;3.452.808
06/01/21;00:00:00;125.0800000;125.3500000;123.9400000;124.3000000;2.708.254
06/02/21;00:00:00;124.2900000;125.2300000;124.0500000;125.0900000;2.569.184
06/03/21;00:00:00;124.6300000;124.8500000;123.1400000;123.5500000;3.187.672
06/04/21;00:00:00;124.0700000;126.1500000;123.8600000;125.8600000;3.235.599
06/07/21;00:00:00;126.1800000;126.3100000;124.8400000;125.9400000;3.106.377
06/08/21;00:00:00;126.6500000;128.4500000;126.2400000;126.7500000;3.274.670
06/09/21;00:00:00;127.2100000;127.7400000;126.5300000;127.1700000;2.647.751
06/10/21;00:00:00;127.0300000;128.1900000;125.9400000;126.1000000;3.889.176
06/11/21;00:00:00;126.5100000;127.4400000;126.1000000;127.3600000;2.888.857
06/14/21;00:00:00;127.8200000;130.4900000;127.0700000;130.4900000;4.146.657
06/15/21;00:00:00;129.9400000;130.5950000;129.3900000;129.7500000;3.056.746
06/16/21;00:00:00;130.3700000;130.8900000;128.4700000;130.1400000;4.673.866
06/17/21;00:00:00;129.8000000;132.5400000;129.6500000;131.7900000;5.372.339
06/18/21;00:00:00;130.7100000;131.5000000;130.2500000;130.4000000;4.894.397
06/21/21;00:00:00;130.3600000;132.4000000;129.2200000;132.2900000;3.873.925
06/22/21;00:00:00;132.1200000;134.0800000;131.6300000;133.9700000;3.674.772
06/23/21;00:00:00;133.7800000;134.3100000;133.2350000;133.6900000;2.580.990
06/24/21;00:00:00;134.4500000;134.6300000;132.9300000;133.4000000;3.418.597
06/25/21;00:00:00;133.4600000;133.8800000;132.8100000;133.1200000;2.634.179
06/28/21;00:00:00;133.4200000;135.2400000;133.3700000;134.7400000;3.187.628
06/29/21;00:00:00;134.7600000;136.4900000;134.3600000;136.3300000;3.504.171
06/30/21;00:00:00;136.1700000;137.4000000;135.8800000;136.9200000;3.342.377
07/01/21;00:00:00;136.5600000;137.3200000;135.7700000;137.2600000;2.982.095
07/02/21;00:00:00;137.9400000;140.0000000;137.7500000;139.9600000;4.893.574
07/06/21;00:00:00;140.1100000;143.1400000;140.0900000;142.0000000;5.359.356
07/07/21;00:00:00;143.5350000;144.8900000;142.6700000;144.6100000;5.020.137
07/08/21;00:00:00;141.6500000;144.0500000;140.6650000;143.3100000;5.058.748
07/09/21;00:00:00;142.7500000;145.6400000;142.6550000;145.0800000;5.475.849
07/12/21;00:00:00;146.2100000;146.3100000;144.0100000;144.5100000;3.133.516
07/13/21;00:00:00;144.0600000;147.4500000;143.6900000;145.7000000;4.614.775
07/14/21;00:00:00;148.1000000;149.5700000;147.6800000;149.2500000;5.823.752
07/15/21;00:00:00;149.2400000;150.0000000;147.1300000;148.4800000;5.229.342
07/16/21;00:00:00;148.4600000;149.7500000;145.8800000;146.3500000;3.892.775
07/19/21;00:00:00;143.6900000;144.0700000;141.6750000;142.5200000;5.488.391
07/20/21;00:00:00;143.4600000;147.0900000;142.9600000;146.1400000;4.196.580
07/21/21;00:00:00;145.5300000;146.1200000;144.6300000;145.3800000;3.087.589
07/22/21;00:00:00;145.9350000;148.1900000;145.8200000;146.8000000;3.237.798
07/23/21;00:00:00;147.5500000;148.7100000;146.9300000;148.5600000;3.406.500
07/26/21;00:00:00;148.2700000;149.8200000;147.7100000;148.9800000;2.856.313
07/27/21;00:00:00;149.1000000;149.2100000;145.5500000;146.7800000;4.412.838
07/28/21;00:00:00;144.8400000;146.9600000;142.5500000;144.9800000;5.003.663
07/29/21;00:00:00;144.6500000;146.5500000;144.5900000;145.6200000;2.776.839
07/30/21;00:00:00;144.4100000;146.3200000;144.1300000;145.8600000;3.360.405
08/02/21;00:00:00;146.3600000;146.9400000;145.2600000;145.5400000;2.831.932
08/03/21;00:00:00;145.7700000;148.0400000;145.1800000;147.3500000;3.259.510
08/04/21;00:00:00;147.2700000;147.7800000;146.2800000;146.9600000;2.847.672
08/05/21;00:00:00;146.9800000;147.8200000;146.1900000;147.0600000;2.389.028
08/06/21;00:00:00;146.3500000;147.1000000;145.6300000;146.1200000;2.566.764
08/09/21;00:00:00;146.2500000;146.7000000;145.5200000;146.1400000;1.902.242
08/10/21;00:00:00;146.4400000;147.7100000;145.3000000;145.6200000;2.775.343
08/11/21;00:00:00;146.0600000;146.7000000;145.5300000;145.9100000;2.289.525
08/12/21;00:00:00;146.1900000;149.0450000;145.8500000;148.8800000;3.744.642
08/13/21;00:00:00;149.0000000;149.4400000;148.2700000;149.0900000;2.569.341
08/16/21;00:00:00;148.6100000;151.1200000;146.4800000;151.1200000;4.573.495
08/17/21;00:00:00;150.2500000;151.6700000;149.1000000;150.2600000;4.201.952
08/18/21;00:00:00;149.8900000;150.7100000;146.1500000;146.3600000;4.448.250
08/19/21;00:00:00;145.0900000;148.0000000;144.5200000;146.7000000;4.491.357
08/20/21;00:00:00;147.4500000;148.5000000;146.8000000;148.1900000;3.195.912
08/23/21;00:00:00;148.2800000;150.1800000;147.8900000;149.7000000;2.428.424
08/24/21;00:00:00;149.4700000;150.8600000;149.1600000;149.6300000;2.404.198
08/25/21;00:00:00;149.8100000;150.3000000;147.8100000;148.3400000;2.591.140
08/26/21;00:00:00;148.3900000;149.1100000;147.5200000;147.5500000;2.758.712
08/27/21;00:00:00;147.3700000;148.7400000;146.8400000;148.6000000;2.733.012
08/30/21;00:00:00;149.0500000;153.4900000;148.6400000;153.1100000;4.751.535
08/31/21;00:00:00;152.6800000;152.7900000;151.2900000;151.8300000;4.146.427
09/01/21;00:00:00;152.8100000;154.9800000;152.3400000;152.5400000;3.618.287
09/02/21;00:00:00;153.8700000;154.7200000;152.4000000;153.7000000;3.099.612
09/03/21;00:00:00;153.7600000;154.6200000;153.1000000;154.3700000;2.507.847
09/07/21;00:00:00;154.9800000;157.2600000;154.4000000;156.7000000;3.987.084
09/08/21;00:00:00;156.9900000;157.0300000;153.9800000;155.1100000;3.529.373
09/09/21;00:00:00;155.4900000;156.1100000;153.9500000;154.1200000;2.511.921
09/10/21;00:00:00;154.9900000;155.4800000;148.7100000;149.0000000;7.552.188
09/13/21;00:00:00;150.6300000;151.4100000;148.7500000;149.6200000;5.263.486
09/14/21;00:00:00;150.3500000;151.0600000;146.9100000;148.1800000;5.065.959
09/15/21;00:00:00;148.5600000;149.4300000;146.3800000;149.0900000;3.809.911
09/16/21;00:00:00;148.4400000;148.9700000;147.2300000;148.8600000;4.252.823
09/17/21;00:00:00;148.8200000;148.8200000;145.7600000;146.0000000;5.044.902
09/20/21;00:00:00;143.7800000;144.8300000;141.2700000;143.0100000;6.428.984
09/21/21;00:00:00;143.9900000;144.6000000;142.7800000;143.4000000;3.790.720
09/22/21;00:00:00;144.4500000;146.4200000;143.7100000;145.8000000;3.656.472
09/23/21;00:00:00;146.6600000;147.0800000;145.6500000;146.7500000;3.134.808
09/24/21;00:00:00;145.6600000;147.4700000;145.5700000;146.9300000;2.836.770
09/27/21;00:00:00;145.4000000;145.9600000;143.8300000;145.3900000;3.504.880
09/28/21;00:00:00;143.1900000;144.7500000;141.7000000;141.9500000;5.602.142
09/29/21;00:00:00;142.4700000;144.4500000;142.0300000;142.8600000;3.205.269
09/30/21;00:00:00;143.6700000;144.3700000;141.2900000;141.3600000;4.102.531
10/01/21;00:00:00;141.8900000;142.9100000;139.1300000;142.4200000;4.233.615
10/04/21;00:00:00;141.6800000;142.2000000;138.2700000;139.1900000;4.699.224
10/05/21;00:00:00;139.6300000;142.2200000;139.3600000;141.0900000;3.030.342
10/06/21;00:00:00;139.5300000;142.1450000;138.3800000;142.0000000;3.902.253
10/07/21;00:00:00;143.0300000;144.2100000;142.7200000;143.2850000;2.568.096
10/08/21;00:00:00;144.0800000;144.1600000;142.5600000;143.0200000;2.654.722
10/11/21;00:00:00;142.2600000;144.8000000;141.8200000;142.8000000;2.323.778
10/12/21;00:00:00;143.2100000;143.2100000;141.0500000;141.4600000;3.276.842
10/13/21;00:00:00;141.2400000;141.3900000;139.2000000;140.9400000;3.588.464
10/14/21;00:00:00;142.1100000;143.8800000;141.5200000;143.7500000;3.029.621
10/15/21;00:00:00;143.7700000;144.8900000;143.5100000;144.8300000;2.839.195
10/18/21;00:00:00;143.4450000;146.8300000;143.1900000;146.5500000;2.920.823
10/19/21;00:00:00;147.0100000;149.1700000;146.5500000;148.7800000;3.476.058
10/20/21;00:00:00;148.7300000;149.7500000;148.1200000;149.3500000;2.685.397
10/21/21;00:00:00;148.7900000;149.6400000;147.8900000;149.4500000;2.766.097
10/22/21;00:00:00;149.5800000;150.1800000;148.6400000;148.6900000;3.015.506
10/25/21;00:00:00;148.6800000;149.3700000;147.6400000;148.6400000;1.842.411
10/26/21;00:00:00;149.3500000;150.8300000;149.0200000;149.2500000;2.832.721
10/27/21;00:00:00;149.3500000;149.7300000;148.4900000;148.8100000;2.169.683
10/28/21;00:00:00;149.8200000;153.1600000;149.7700000;152.5500000;4.056.674
10/29/21;00:00:00;147.2150000;149.9350000;146.4200000;149.7600000;5.742.917
11/01/21;00:00:00;148.9850000;149.6900000;147.8100000;148.9700000;2.850.237
11/02/21;00:00:00;148.6900000;151.5700000;148.6900000;150.0100000;3.210.900
11/03/21;00:00:00;150.3900000;151.9700000;149.8200000;151.4900000;2.389.887
11/04/21;00:00:00;151.6300000;152.4200000;150.6500000;150.9600000;2.716.891
11/05/21;00:00:00;151.8600000;152.1900000;150.0600000;151.2600000;2.758.013
11/08/21;00:00:00;151.4100000;151.5200000;150.1700000;150.4600000;2.245.221
11/09/21;00:00:00;150.2500000;151.4200000;150.0800000;150.8500000;3.211.208
11/10/21;00:00:00;150.0200000;150.1300000;147.8500000;147.9200000;3.861.778
11/11/21;00:00:00;148.9600000;149.0400000;147.7000000;147.8600000;2.169.658
11/12/21;00:00:00;148.4300000;150.4000000;147.4800000;149.9500000;3.199.115
11/15/21;00:00:00;150.3700000;151.8700000;149.4500000;149.9900000;2.691.874
11/16/21;00:00:00;149.9300000;151.4800000;149.3400000;150.9900000;2.396.772
11/17/21;00:00:00;151.0500000;155.0000000;151.0300000;153.5900000;4.443.251
11/18/21;00:00:00;153.7100000;158.6700000;153.0700000;157.9000000;6.907.891
11/19/21;00:00:00;157.5700000;161.0150000;156.5400000;160.5800000;5.983.527
11/22/21;00:00:00;161.6800000;165.7000000;161.0000000;161.0900000;7.283.007
11/23/21;00:00:00;161.1700000;161.7900000;159.0700000;161.4100000;5.466.499
11/24/21;00:00:00;160.7500000;162.1400000;159.6400000;161.9400000;3.338.622
11/26/21;00:00:00;159.6150000;160.4300000;156.3700000;156.9800000;4.691.168
11/29/21;00:00:00;159.3700000;161.1800000;158.8200000;160.2500000;4.545.647
11/30/21;00:00:00;159.9850000;165.5200000;159.9300000;165.4400000;9.459.920
12/01/21;00:00:00;167.4800000;170.2900000;164.5500000;164.6500000;8.639.834
12/02/21;00:00:00;158.7350000;164.1900000;157.8000000;163.8200000;7.214.476
12/03/21;00:00:00;164.0000000;164.9500000;159.7200000;161.8900000;8.335.727
12/06/21;00:00:00;164.2900000;167.8600000;164.2800000;165.2900000;6.182.044
12/07/21;00:00:00;169.0800000;171.5800000;168.3800000;171.2100000;5.964.017
12/08/21;00:00:00;172.1250000;175.9400000;170.7300000;175.0700000;5.860.803
12/09/21;00:00:00;174.8400000;176.7400000;173.9400000;174.6200000;5.343.566
12/10/21;00:00:00;175.2050000;179.6300000;174.6900000;179.4800000;6.571.124
12/13/21;00:00:00;181.1150000;182.0900000;175.5400000;175.9200000;8.077.030
12/14/21;00:00:00;175.2500000;177.7100000;172.2100000;174.3400000;7.087.589
12/15/21;00:00:00;175.1100000;179.4900000;172.3200000;179.1800000;6.430.319
12/16/21;00:00:00;179.2800000;181.1200000;170.7500000;172.3200000;9.137.100
12/17/21;00:00:00;169.9300000;173.4650000;169.6900000;170.9600000;7.041.537
12/20/21;00:00:00;168.2800000;170.5700000;167.4700000;169.9100000;4.341.662
12/21/21;00:00:00;171.5550000;173.2000000;169.1300000;173.0100000;4.315.332
12/22/21;00:00:00;173.0400000;175.8600000;172.1700000;175.6300000;4.452.426
12/23/21;00:00:00;176.0000000;176.8400000;175.2900000;176.1700000;3.071.871
12/27/21;00:00:00;177.0850000;180.4000000;177.0700000;180.3000000;3.345.466
12/28/21;00:00:00;180.2500000;181.3150000;178.5400000;179.4800000;3.429.956
12/29/21;00:00:00;179.3300000;180.6200000;178.1500000;179.3700000;2.636.814
12/30/21;00:00:00;179.5800000;180.5600000;178.0950000;178.1900000;3.085.942
12/31/21;00:00:00;177.9500000;179.2000000;177.2700000;177.5900000;2.927.579
01/03/22;00:00:00;177.8500000;182.8800000;177.7200000;182.0000000;4.023.355
01/04/22;00:00:00;182.6150000;182.9400000;179.1200000;179.7000000;4.173.172
01/05/22;00:00:00;179.6100000;180.1500000;174.6600000;174.8900000;4.203.425
01/06/22;00:00:00;172.6300000;175.2900000;171.6500000;172.0400000;4.364.282
01/07/22;00:00:00;172.8900000;174.1200000;171.0400000;172.1900000;3.772.127
01/10/22;00:00:00;169.0800000;172.5000000;168.1700000;172.1900000;4.836.687
01/11/22;00:00:00;172.3700000;175.1700000;170.8300000;175.0800000;3.623.152
01/12/22;00:00:00;176.0800000;177.1700000;174.8500000;175.5700000;3.691.031
01/13/22;00:00:00;175.7800000;176.6200000;171.8000000;172.2700000;4.357.450
01/14/22;00:00:00;171.4100000;173.7700000;171.1100000;173.0600000;3.938.794
01/18/22;00:00:00;171.4600000;172.5400000;169.4200000;169.8400000;3.757.532
01/19/22;00:00:00;170.0100000;171.0800000;165.9400000;166.2000000;4.484.178
01/20/22;00:00:00;166.9800000;169.6300000;164.1800000;164.5300000;4.409.998
01/21/22;00:00:00;164.4150000;166.3200000;162.3000000;162.3900000;6.087.667
01/24/22;00:00:00;160.0200000;162.2400000;154.7100000;162.1400000;8.685.745
01/25/22;00:00:00;158.9500000;162.7600000;157.0200000;159.9400000;4.482.281
01/26/22;00:00:00;163.4600000;164.3700000;157.8200000;159.9000000;5.421.675
01/27/22;00:00:00;162.4500000;163.8400000;158.2850000;159.1300000;5.202.190
01/28/22;00:00:00;165.7100000;170.3500000;162.8050000;170.3400000;8.872.199
01/31/22;00:00:00;170.1500000;174.9900000;169.5400000;174.9600000;4.826.459
02/01/22;00:00:00;173.9800000;174.8200000;172.3200000;174.5600000;3.413.363
02/02/22;00:00:00;174.7300000;175.8800000;173.3400000;175.7500000;3.417.468
02/03/22;00:00:00;174.5300000;176.2300000;172.1200000;173.0100000;3.785.762
02/04/22;00:00:00;171.6800000;174.0950000;170.7000000;172.2700000;4.057.152
02/07/22;00:00:00;172.8600000;173.9400000;170.9600000;171.7700000;3.153.661
02/08/22;00:00:00;171.6900000;175.3400000;171.4300000;174.8200000;3.857.692
02/09/22;00:00:00;176.0500000;176.6500000;174.9050000;176.2500000;3.752.098
02/10/22;00:00:00;174.1400000;175.4800000;171.5500000;172.3200000;5.628.191
02/11/22;00:00:00;172.3300000;173.0800000;168.0600000;168.4000000;7.246.604
02/14/22;00:00:00;167.3700000;169.5600000;166.5700000;168.8900000;5.115.982
02/15/22;00:00:00;170.9500000;172.9200000;170.2600000;172.8200000;3.904.983
02/16/22;00:00:00;171.8500000;173.3300000;170.0500000;172.5300000;3.936.086
02/17/22;00:00:00;171.0100000;171.9000000;168.4800000;168.9200000;4.112.312
02/18/22;00:00:00;169.8200000;170.5300000;166.2000000;167.3800000;5.013.956
02/22/22;00:00:00;164.9700000;166.6800000;162.1500000;164.3000000;5.854.462
02/23/22;00:00:00;165.5400000;166.1500000;159.7500000;160.1400000;5.653.282
02/24/22;00:00:00;152.6300000;162.8300000;152.0000000;162.7300000;8.676.711
02/25/22;00:00:00;163.8400000;165.0300000;160.8800000;164.8800000;6.213.425
02/28/22;00:00:00;163.1100000;165.4000000;162.4400000;165.0800000;5.351.086
03/01/22;00:00:00;164.7000000;166.5900000;161.9700000;163.1600000;6.787.089
03/02/22;00:00:00;164.4900000;167.3500000;162.9600000;166.5500000;5.692.650
03/03/22;00:00:00;168.4700000;168.9000000;165.5600000;166.2400000;4.945.844
03/04/22;00:00:00;164.4900000;165.5400000;162.1100000;163.2100000;6.148.943
03/07/22;00:00:00;163.3700000;165.0200000;159.0500000;159.4400000;6.138.100
03/08/22;00:00:00;158.8200000;162.8700000;155.8000000;157.3700000;10.058.778
03/09/22;00:00:00;161.4750000;163.4100000;159.4200000;162.9600000;5.023.866
03/10/22;00:00:00;160.2000000;160.3900000;155.9900000;158.4800000;5.943.669
03/11/22;00:00:00;158.9300000;159.2600000;154.5000000;154.7300000;6.158.397
03/14/22;00:00:00;151.4500000;154.1200000;150.1100000;150.5500000;5.405.882
03/15/22;00:00:00;150.9700000;155.5650000;150.3800000;155.1500000;4.642.211
03/16/22;00:00:00;157.0500000;159.9800000;154.4600000;159.5900000;6.142.048
03/17/22;00:00:00;158.6100000;161.0000000;157.6300000;160.9200000;4.259.360
03/18/22;00:00:00;160.5600000;164.4800000;159.7700000;163.9800000;5.900.229
03/21/22;00:00:00;163.5100000;166.3500000;163.0200000;165.3800000;4.692.323
03/22/22;00:00:00;165.5100000;169.4200000;164.9300000;168.8500000;4.587.251
03/23/22;00:00:00;167.9900000;172.6400000;167.6500000;170.2300000;5.936.419
03/24/22;00:00:00;171.2500000;174.1300000;170.2200000;174.1000000;4.453.634
03/25/22;00:00:00;173.9500000;175.2700000;172.7500000;174.5600000;4.467.077
03/28/22;00:00:00;172.1700000;175.7300000;172.0100000;175.6000000;4.454.416
03/29/22;00:00:00;176.6900000;179.0000000;176.3400000;179.0000000;4.689.862
03/30/22;00:00:00;178.5500000;179.6000000;176.7100000;177.6700000;3.983.178
03/31/22;00:00:00;177.8200000;178.0000000;174.4100000;174.6500000;4.848.743
04/01/22;00:00:00;174.0400000;174.8800000;171.9500000;174.2700000;4.321.724
04/04/22;00:00:00;174.5700000;178.4900000;174.4600000;178.4800000;3.941.344
04/05/22;00:00:00;177.4800000;178.3000000;174.4300000;175.1400000;3.516.972
04/06/22;00:00:00;172.3900000;173.6300000;170.1300000;171.5200000;4.747.640
04/07/22;00:00:00;171.1600000;173.3400000;169.8500000;172.2500000;3.920.604
04/08/22;00:00:00;171.7800000;171.7800000;169.2200000;170.1000000;4.195.356
04/11/22;00:00:00;168.7100000;169.0200000;165.5000000;165.7800000;3.966.749
04/12/22;00:00:00;168.0200000;169.8700000;166.6400000;167.6500000;4.416.003
04/13/22;00:00:00;167.3900000;171.0200000;166.8100000;170.4100000;3.140.686
04/14/22;00:00:00;170.6200000;171.2600000;165.0500000;165.3500000;3.803.094
04/18/22;00:00:00;163.9900000;166.5900000;163.6000000;165.1000000;2.854.369
04/19/22;00:00:00;165.0200000;167.8100000;163.9200000;167.4500000;3.119.978
04/20/22;00:00:00;168.8500000;168.8500000;166.1150000;167.2600000;3.547.627
04/21/22;00:00:00;168.9100000;171.5300000;165.9100000;166.3400000;5.490.418
04/22/22;00:00:00;166.4600000;167.8500000;161.5000000;161.8300000;4.346.919
04/25/22;00:00:00;161.1200000;163.1600000;158.4700000;162.9000000;5.362.272
04/26/22;00:00:00;162.2500000;162.2700000;156.7800000;156.7800000;4.384.427
04/27/22;00:00:00;155.9100000;159.7800000;155.4000000;156.5300000;3.298.860
04/28/22;00:00:00;159.2500000;164.5100000;158.9500000;163.7900000;4.945.563
04/29/22;00:00:00;161.8400000;166.1800000;157.2750000;157.6900000;4.576.229
05/02/22;00:00:00;156.7100000;158.2300000;153.2700000;157.8900000;7.788.637
05/03/22;00:00:00;158.1500000;160.5600000;156.3300000;159.3800000;4.769.396
05/04/22;00:00:00;159.6700000;166.4800000;159.2600000;166.0400000;6.589.853
05/05/22;00:00:00;163.8500000;164.0700000;154.9600000;156.8100000;6.739.833
05/06/22;00:00:00;156.0000000;159.4400000;154.1900000;157.4300000;7.999.990
05/09/22;00:00:00;154.9250000;155.8200000;151.5000000;152.3200000;6.490.284
05/10/22;00:00:00;155.5700000;156.7300000;152.9300000;154.5200000;6.927.676
05/11/22;00:00:00;153.5000000;155.4100000;145.8100000;146.6100000;8.056.868
05/12/22;00:00:00;142.7700000;146.1900000;138.8000000;142.5500000;10.439.982
05/13/22;00:00:00;144.7000000;148.1050000;143.1200000;147.1300000;5.774.820
05/16/22;00:00:00;145.5500000;147.5100000;144.1800000;145.5600000;4.544.195
05/17/22;00:00:00;148.8600000;149.7600000;146.6900000;149.3000000;3.640.219
05/18/22;00:00:00;146.8500000;147.3600000;139.9400000;140.8600000;5.413.839
05/19/22;00:00:00;139.8400000;141.6500000;136.6050000;137.3200000;6.535.978
05/20/22;00:00:00;139.0600000;140.4700000;132.6100000;137.5600000;7.346.608
05/23/22;00:00:00;137.7900000;143.2600000;137.7900000;143.1300000;4.506.317
05/24/22;00:00:00;140.8400000;141.9600000;137.3350000;140.4500000;4.148.302
05/25/22;00:00:00;138.4300000;141.7800000;138.3700000;140.6800000;4.036.598
05/26/22;00:00:00;137.3900000;144.3300000;137.1400000;143.7200000;3.938.042
05/27/22;00:00:00;145.3600000;149.6600000;145.2800000;149.5800000;4.300.275
05/31/22;00:00:00;149.0000000;150.6500000;146.8450000;148.8100000;3.801.980
06/01/22;00:00:00;149.9100000;151.7400000;147.6900000;148.7000000;3.465.461
06/02/22;00:00:00;147.8800000;151.2600000;146.9000000;151.2500000;2.957.049
06/03/22;00:00:00;146.8300000;147.9700000;144.4700000;145.3100000;3.830.435
06/06/22;00:00:00;147.1600000;148.5600000;144.9050000;146.1100000;3.207.547
06/07/22;00:00:00;144.2200000;148.9900000;144.1000000;148.6800000;2.615.258
06/08/22;00:00:00;148.5200000;149.8400000;147.4600000;148.0200000;1.945.008
06/09/22;00:00:00;147.0900000;147.9500000;142.5300000;142.6100000;2.823.640
06/10/22;00:00:00;140.2800000;140.7300000;137.0700000;137.1400000;4.612.380
06/13/22;00:00:00;132.8700000;135.2000000;131.4500000;131.9000000;4.908.772
06/14/22;00:00:00;133.1300000;133.8900000;131.4900000;132.8500000;3.407.262
06/15/22;00:00:00;134.2900000;137.3400000;132.1800000;135.4000000;3.694.422
06/16/22;00:00:00;132.0800000;132.3700000;129.0800000;130.0800000;4.587.135
06/17/22;00:00:00;130.0650000;133.0700000;129.8200000;131.4100000;5.061.630
06/21/22;00:00:00;133.4200000;137.0500000;133.3200000;135.8700000;3.153.796
06/22/22;00:00:00;134.7900000;137.7500000;133.9100000;135.3100000;3.353.141
06/23/22;00:00:00;136.8200000;138.5800000;135.6400000;138.2500000;3.674.332
06/24/22;00:00:00;139.8900000;141.8900000;139.7700000;141.8400000;3.587.020
06/27/22;00:00:00;142.7000000;143.4800000;140.9700000;141.7200000;2.745.573
06/28/22;00:00:00;142.2400000;143.4150000;137.3300000;137.5000000;3.301.548
06/29/22;00:00:00;137.4700000;140.6600000;136.7000000;139.2600000;3.198.204
06/30/22;00:00:00;137.2500000;138.3700000;133.7800000;136.8200000;4.598.586
07/01/22;00:00:00;136.0400000;139.0400000;135.6700000;138.9500000;3.825.396
07/05/22;00:00:00;137.7800000;141.6100000;136.9500000;141.6100000;3.311.669
07/06/22;00:00:00;141.3500000;144.1000000;141.0800000;142.9500000;3.399.024
